Row Id,Zipcode,homeowner_dummy,gender_dummy,LAST_GIFT_amount,totalmonths_from_last_gift,AVG_for_past_GIFTs,Donated_in_previous_event,gift_ammount_in_prev_event
615,97402,1,1,25,31,10.5,No,0
616,97402,0,0,15,37,12,No,0
617,97404,1,1,11,28,8.307692308,No,0
618,97401,1,0,5,29,6.5,Yes,5
619,97401,1,0,10,33,12.5,No,0
620,97402,1,1,14,28,9.916666667,No,0
621,97404,1,1,8,32,6.590909091,Yes,10
622,97404,1,1,5,29,4.590909091,No,0
623,97401,1,1,38,36,31.6,No,0
624,97401,0,1,10,30,7.75,Yes,8
625,97401,0,1,9,34,7.5,No,0
626,97401,1,0,20,31,11.90909091,No,0
627,97404,1,1,20,29,15,No,0
628,97404,1,0,10,28,5.636363636,Yes,15
629,97401,1,0,50,31,35.3,No,0
630,97402,1,0,20,31,8.857142857,No,0
631,97402,1,1,13,28,9.083333333,No,0
632,97401,0,0,50,37,50,Yes,75
633,97401,1,1,10,30,7.444444444,Yes,10
634,97401,0,0,15,20,9.294117647,No,0
635,97404,1,1,5,30,4.6,Yes,7
636,97404,1,0,4,31,5.142857143,Yes,5
637,97404,1,0,20,34,18.75,Yes,23
638,97402,1,0,5,28,3.666666667,No,0
639,97401,1,1,11,35,11.4,Yes,5
640,97404,1,0,15,29,12.5,Yes,5
641,97401,1,1,8,31,5.166666667,No,0
642,97404,1,1,9,28,9,Yes,10
643,97401,1,0,15,35,12.85714286,Yes,21
644,97401,0,0,15,30,13.75,No,0
645,97403,0,0,15,37,15,No,0
646,97404,0,1,10,36,10.70588235,Yes,10
647,97404,1,0,10,32,7.6875,Yes,10
648,97404,1,0,25,28,18,No,0
649,97404,1,1,20,31,15,Yes,15
650,97402,0,0,4,28,6.189189189,Yes,6
651,97402,1,0,16,32,13,No,0
652,97402,0,0,10,33,6.727272727,Yes,14
653,97404,1,1,5,31,4.714285714,Yes,4
654,97401,1,0,10,31,4.722222222,Yes,7
655,97401,1,1,20,33,10.375,No,0
656,97404,1,1,36,37,17.83333333,No,0
657,97404,1,1,13,29,10.44444444,Yes,12
658,97404,1,1,15,37,14.4,No,0
659,97404,1,1,20,37,20,Yes,8
660,97403,0,1,15,34,11.5,No,0
661,97404,1,1,5,29,6,Yes,5
662,97401,1,1,5,31,4.285714286,Yes,5
663,97403,1,1,15,31,12.5,No,0
664,97403,1,1,3,30,4,Yes,3
665,97404,1,0,25,31,14.625,Yes,32
666,97403,1,0,20,31,12.30769231,Yes,15
667,97404,1,1,25,29,19,No,0
668,97402,1,1,5,28,4.857142857,Yes,5
669,97404,1,1,10,29,7.181818182,No,0
670,97401,1,1,7,37,5.823529412,No,0
671,97404,1,1,5,28,5,Yes,5
672,97404,1,1,13,30,9.923076923,Yes,12
673,97403,0,1,4,28,3.011111111,No,0
674,97404,1,0,15,37,15,No,0
675,97401,1,1,10,35,5.235294118,Yes,10
676,97404,0,1,10,28,9.857142857,Yes,20
677,97404,1,1,10,31,5.484848485,Yes,5
678,97401,1,0,11,29,8.266666667,Yes,15
679,97404,1,1,5,28,4.1,Yes,5
680,97403,1,1,9,29,8,Yes,5
681,97401,1,1,10,36,6.875,Yes,10
682,97402,1,1,10,29,5.75,No,0
683,97403,0,1,15,36,10,No,0
684,97401,0,1,15,32,11.66666667,No,0
685,97402,1,1,10,31,5.785714286,Yes,5
686,97401,1,1,15,36,13.125,Yes,25
687,97404,1,0,5,29,3.461538462,Yes,5
688,97404,1,1,10,23,10.8,Yes,20
689,97403,1,0,20,34,12.5,No,0
690,97404,1,0,7,30,3.642857143,Yes,5
691,97404,1,0,7,34,8.842105263,No,0
692,97404,1,0,25,35,25,Yes,25
693,97403,0,0,15,34,12.30769231,No,0
694,97401,1,1,6,30,5.571428571,Yes,8
695,97401,1,1,20,31,19.375,No,0
696,97404,1,1,15,33,11.53333333,Yes,14
697,97402,1,1,6,30,5.037037037,No,0
698,97401,1,0,1,28,4,Yes,5
699,97404,1,1,8,32,7.923076923,Yes,10
700,97404,1,1,16,37,9,No,0
701,97402,1,0,12,19,11.4,No,0
702,97401,1,1,4,28,4.958333333,Yes,4
703,97404,1,1,25,37,25,Yes,30
704,97401,0,1,21,37,7.916666667,No,0
705,97404,1,0,7,29,5.8,Yes,5
706,97403,0,1,10,29,8.125,Yes,10
707,97402,0,1,9,29,7.25,Yes,10
708,97403,1,1,10,30,7.9,No,0
709,97403,1,0,5,28,5,Yes,5
710,97401,1,0,10,28,8,No,0
711,97401,1,0,5,31,4.590909091,Yes,5
712,97403,1,0,9,34,9.076923077,No,0
713,97403,1,0,12,28,11.1,No,0
714,97403,1,1,10,28,11.25,Yes,15
715,97401,1,1,10,36,7.785714286,Yes,10
716,97403,1,0,15,32,11.57142857,No,0
717,97404,0,0,20,37,20,No,0
718,97401,1,0,10,28,12,No,0
719,97401,0,1,9,32,7.75,No,0
720,97403,1,1,20,32,11.25,No,0
721,97401,1,0,8,30,8.461538462,Yes,11
722,97401,0,1,11,29,9.5,No,0
723,97403,0,0,4,29,10.2,No,0
724,97404,1,0,5,31,4.285714286,Yes,4
725,97404,1,1,14,30,8.565217391,Yes,13
726,97403,1,1,2,32,3.454545455,No,0
727,97403,1,1,5,29,4.838709677,Yes,5
728,97403,1,0,10,30,7.5,No,0
729,97404,1,1,10,34,8.538461539,No,0
730,97401,1,1,10,31,8.857142857,No,0
731,97402,1,0,20,36,14,No,0
732,97401,1,1,11,33,13.66666667,No,0
733,97404,0,1,5,32,5.444444444,Yes,5
734,97401,1,0,10,30,8,Yes,9
735,97402,1,1,10,36,4.269230769,No,0
736,97402,0,1,10,31,5.655172414,Yes,5
737,97404,1,0,50,19,38,No,0
738,97404,1,1,17,36,8.166666667,Yes,25
739,97404,1,1,10,33,10.77777778,No,0
740,97401,1,0,6,30,5,Yes,9
741,97403,1,1,10,32,5.142857143,No,0
742,97403,1,1,10,30,8.230769231,Yes,10
743,97402,1,0,10,31,7.56097561,No,0
744,97404,1,1,2.5,34,4.975555556,No,0
745,97403,1,1,7,31,6.333333333,No,0
746,97403,1,1,10,30,5.625,Yes,11
747,97404,1,0,15,28,12,No,0
748,97402,1,1,10,30,8.4,No,0
749,97404,1,0,15,29,11,Yes,10
750,97403,1,1,19,31,13.875,Yes,25
751,97404,1,1,20,30,16.8,No,0
752,97403,1,1,10,28,13.33333333,Yes,10
753,97404,1,0,20,21,24.11538462,Yes,25
754,97401,1,1,5,28,2.588235294,Yes,3
755,97401,1,1,10,30,9.071428571,Yes,9
756,97401,1,1,20,28,8.75,No,0
757,97403,1,1,9,32,8.388888889,No,0
758,97404,1,1,40,32,42.08333333,Yes,50
759,97402,1,1,10,28,7.826086957,Yes,10
760,97404,0,1,20,32,20,No,0
761,97402,1,0,6,29,5.5,Yes,6
762,97402,0,1,20,37,9.888888889,No,0
763,97404,1,1,10,30,7.8,Yes,10
764,97404,1,0,8,28,10,Yes,11
765,97404,1,1,5,31,3.190476191,No,0
766,97403,0,0,6,29,5.8,No,0
767,97403,1,1,20,28,13.33333333,No,0
768,97402,1,1,5,30,4.476190476,Yes,5
769,97404,0,1,20,36,20,Yes,20
770,97402,0,0,5,22,6.125,No,0
771,97404,1,1,18,29,21,No,0
772,97402,1,1,5,32,5.583333333,No,0
773,97402,0,0,20,30,16.75,Yes,20
774,97401,0,0,10,35,9.125,Yes,12.5
775,97404,0,1,10,35,13.33333333,No,0
776,97403,1,1,5,28,5.533333333,No,0
777,97404,1,0,2,30,2.463414634,Yes,5
778,97403,1,1,15,37,9.4,Yes,25
779,97402,0,1,10,17,9.6875,Yes,20
780,97404,1,1,10,31,9.25,No,0
781,97403,0,1,9,32,5.766666667,No,0
782,97403,1,0,5,30,4.2,Yes,5
783,97403,0,1,20,22,15.2,No,0
784,97404,1,1,5,33,6.25,Yes,6
785,97404,1,1,15,36,10,Yes,15
786,97402,1,1,15,33,12.83333333,Yes,20
787,97401,1,1,5,29,4.142857143,Yes,5
788,97404,0,0,20,37,21.875,Yes,30
789,97402,1,1,6,31,5.052631579,Yes,5
790,97402,1,1,7,28,7.333333333,No,0
791,97401,1,1,10,37,2.636363636,Yes,10
792,97402,1,0,20,37,20,No,0
793,97404,0,0,100,33,85,No,0
794,97404,1,1,10,31,14.375,No,0
795,97404,1,1,3,29,3.52173913,No,0
796,97402,0,1,20,32,17.5,No,0
797,97403,0,0,10,30,6.846153846,No,0
798,97403,0,1,15,37,14.28571429,Yes,20
799,97404,0,0,15,36,12.66666667,No,0
800,97402,0,1,10,31,10.6,No,0
801,97404,1,1,100,28,66.66666667,No,0
802,97403,1,0,20,30,9,No,0
803,97401,1,1,13,31,7,Yes,12
804,97404,1,1,10,31,9.111111111,Yes,14
805,97404,1,1,6,31,5.222222222,Yes,5
806,97404,0,1,17,32,15.4,No,0
807,97403,1,1,10,30,9,No,0
808,97401,1,1,7,32,6.5625,Yes,7
809,97403,1,0,15,37,15,No,0
810,97403,1,1,7,29,6.2,Yes,6
811,97404,1,0,5,29,3.894736842,No,0
812,97402,0,0,7,30,7.333333333,No,0
813,97401,1,1,15,28,10.75,No,0
814,97404,1,1,13,37,9.714285714,Yes,5
815,97402,1,1,5,30,3.8125,Yes,3
816,97402,1,0,14,29,10.90625,No,0
817,97404,1,1,20,36,20,Yes,20
818,97403,1,0,6,32,6.25,No,0
819,97402,1,0,12,30,8.5,No,0
820,97402,1,1,3,19,8,Yes,5
821,97404,0,0,20,32,18.14285714,No,0
822,97402,1,0,9,29,8.833333333,Yes,9
823,97404,1,1,21,36,15.25,No,0
824,97403,1,1,11,36,9,Yes,11
825,97401,1,1,10,29,10.96818182,Yes,5
826,97404,1,1,20,36,9.5,No,0
827,97404,1,0,9,32,8.611111111,No,0
828,97404,1,0,15,34,9.631578947,Yes,15
829,97404,1,1,25,32,19.16666667,No,0
830,97404,1,1,15,37,15,Yes,7
831,97401,1,0,20,33,12.53333333,Yes,20
832,97401,1,0,7,28,7.230769231,Yes,3
833,97404,1,1,25,28,21.25,No,0
834,97403,0,1,12,32,9.5,Yes,15
835,97401,1,0,10,37,11.07142857,No,0
836,97402,1,0,13,34,8.333333333,No,0
837,97404,1,1,7,32,5,No,0
838,97402,0,1,15,36,5.194444444,Yes,14
839,97403,1,0,20,36,16.625,No,0
840,97404,1,1,15,37,8.555555556,Yes,15
841,97403,0,1,10,31,8.5,Yes,20
842,97401,1,1,5,31,5.285714286,Yes,6
843,97402,0,1,5,37,4.791666667,No,0
844,97402,1,0,12,31,8.5,Yes,11
845,97403,1,1,5,32,4.4,Yes,10
846,97404,1,1,5,26,7.612903226,No,0
847,97404,1,0,16,37,13,No,0
848,97402,1,1,11,31,8.333333333,Yes,8
849,97404,1,0,5,31,10,Yes,5
850,97403,1,1,15,34,10.4,Yes,20
851,97403,1,0,25,31,15,No,0
852,97402,1,1,12,29,9,Yes,16
853,97404,1,1,20,36,17.09090909,Yes,20
854,97401,1,1,3,17,4.125,Yes,3
855,97402,1,0,20,37,20,No,0
856,97401,1,0,20,31,12,No,0
857,97402,1,1,15,35,15,Yes,21
858,97404,1,1,5,32,5.111111111,No,0
859,97404,1,0,50,36,50,No,0
860,97404,1,0,10,31,8.75,No,0
861,97401,1,0,50,32,22.5,Yes,20
862,97401,1,1,9,30,7.428571429,Yes,10
863,97401,1,1,7,29,3.8,Yes,5
864,97403,1,0,27,37,24.75,No,0
865,97404,1,1,6,30,6.5,Yes,6
866,97404,1,0,15,35,10.5,No,0
867,97404,1,1,21,37,12,No,0
868,97402,1,1,5,31,4.9,No,0
869,97404,1,1,20,28,16.55555556,No,0
870,97401,1,1,10,31,12.28571429,Yes,20
871,97403,1,0,10,30,7.375,Yes,10
872,97403,1,1,8,31,6.588235294,Yes,8
873,97403,1,1,15,37,11.75,No,0
874,97404,1,0,10,32,10.2,No,0
875,97404,1,0,15,37,10,Yes,15
876,97404,0,1,50,37,37.5,No,0
877,97401,1,1,5,30,4.25,Yes,5
878,97401,1,0,14,30,10.6,No,0
879,97404,1,1,14,31,10.61904762,No,0
880,97402,0,1,6,32,4.863636364,Yes,6
881,97401,0,1,10,35,7.583333333,Yes,10
882,97401,1,1,20,37,15,Yes,15
883,97403,1,1,3,29,2.883333333,Yes,3
884,97403,1,0,10,37,6.615384615,No,0
885,97403,1,1,15,29,10.33333333,No,0
886,97403,1,1,10,28,8.090909091,No,0
887,97404,1,0,6,31,5.5,Yes,6
888,97404,1,0,10,30,6.25,Yes,10
889,97402,1,0,12,31,11.33333333,Yes,3
890,97401,1,0,4,28,4.105769231,Yes,4
891,97404,1,0,32,31,17.66666667,Yes,34
892,97402,1,0,5,37,5.608695652,No,0
893,97401,1,1,9,30,9,No,0
894,97404,0,1,6,28,12.9,Yes,20
895,97402,1,1,5,30,4.302325581,Yes,5
896,97402,1,1,7,32,5.25,Yes,5
897,97403,0,1,20,35,11,No,0
898,97404,1,1,15,21,14.33333333,No,0
899,97402,1,1,10,30,6.5625,No,0
900,97401,1,0,17,34,11.875,No,0
901,97404,0,1,25,31,15,No,0
902,97403,1,1,20,36,11.26666667,Yes,10
903,97404,1,1,5,22,5.05,Yes,5
904,97403,1,1,15,29,10,Yes,18
905,97401,1,1,24,35,12.5,Yes,20
906,97404,1,1,15,28,15.375,No,0
907,97401,0,1,5,30,5.272727273,Yes,5
908,97404,1,1,35,28,27.5,No,0
909,97404,1,1,14,33,8.058823529,Yes,20
910,97402,1,1,20,37,10.55172414,Yes,10
911,97404,1,1,20,31,12.66666667,Yes,20
912,97402,0,0,10,36,8.473684211,Yes,12
913,97402,1,1,15,37,15,No,0
914,97402,1,1,10,18,12.92857143,Yes,11
915,97402,1,1,10,31,8.25,No,0
916,97404,1,1,10,31,4.833333333,No,0
917,97402,1,0,20,37,10,Yes,20
918,97403,1,0,11,32,8.615384615,Yes,10
919,97401,1,1,6,28,6.5,Yes,10
920,97404,1,1,25,25,18.2,No,0
921,97403,1,1,10,28,8.75,No,0
922,97403,0,1,10,34,8.5,No,0
923,97401,1,0,3,20,3.35516129,Yes,3
924,97402,1,1,7,30,6.2,No,0
925,97404,1,1,20,36,15.33333333,Yes,20
926,97403,1,1,16,37,13.5,Yes,16
927,97404,1,0,10,32,5,Yes,6
928,97402,0,0,15,37,12.14285714,Yes,17
929,97402,1,1,10,37,9.153846154,No,0
930,97403,1,0,5,30,4,Yes,5
931,97403,0,1,5,28,3.0625,Yes,5
932,97404,1,1,8,31,6.357142857,Yes,13
933,97404,1,1,5,31,4.142857143,Yes,6
934,97404,1,1,16,29,11,No,0
935,97404,1,1,15,31,13.2,Yes,15
936,97404,1,1,8,30,6.111111111,Yes,13.92
937,97404,1,1,8,30,6.153846154,Yes,10
938,97404,1,0,20,36,13.18181818,No,0
939,97404,0,1,5,31,2.138888889,No,0
940,97402,1,1,15,33,11.33333333,Yes,15
941,97401,1,1,6,32,4.3125,Yes,4
942,97401,1,1,14,29,11.6,No,0
943,97401,0,0,25,37,25,No,0
944,97401,1,0,15,32,12.2,No,0
945,97401,1,1,3,29,3.444444444,Yes,3
946,97401,1,1,50,34,37.2,Yes,20
947,97404,1,1,8,37,7.6875,Yes,5
948,97404,1,1,8,21,9.517241379,Yes,10
949,97401,0,0,32,37,15.66666667,Yes,25
950,97404,0,0,10,31,6.5,No,0
951,97404,1,0,20,37,11.85714286,Yes,20
952,97401,1,1,7,29,6.466666667,Yes,15
953,97401,0,1,5,32,9.8,No,0
954,97404,0,0,13,31,5.375,No,0
955,97404,0,0,6,29,4.571428571,No,0
956,97404,1,0,6,31,6.58974359,No,0
957,97403,1,1,7,31,5.833333333,Yes,10
958,97402,1,0,10,30,10,No,0
959,97401,0,0,7,31,5.95945946,Yes,6
960,97401,1,0,11,30,8.166666667,No,0
961,97402,1,1,8,29,5.916666667,No,0
962,97402,0,0,5,32,4.692307692,No,0
963,97404,0,1,15,30,16.76923077,No,0
964,97402,0,0,10,30,5.3,Yes,10
965,97404,1,0,20,33,15.33333333,Yes,10
966,97401,1,0,3,32,5.666666667,No,0
967,97401,1,1,12,33,8.578947368,Yes,10
968,97403,0,0,10,31,7.076923077,Yes,10
969,97401,1,1,7,21,6.84375,Yes,7
970,97403,1,0,25,37,16.5,Yes,32
971,97404,0,1,3,28,3.444444444,Yes,3
972,97401,1,1,15,31,16.83333333,No,0
973,97401,1,1,5,29,6.4,Yes,7
974,97403,1,1,5,37,8.0625,Yes,13
975,97404,1,0,6,31,5.837209302,No,0
976,97404,1,0,12,29,4.416666667,Yes,3
977,97404,1,0,31,31,26.57142857,Yes,43
978,97404,0,1,10,30,7.7,No,0
979,97404,1,0,7,24,5.1,Yes,12
980,97403,1,1,9,34,9.071428571,Yes,9
981,97401,1,1,9,26,5.862142857,No,0
982,97404,1,0,6,31,5.5,Yes,8
983,97402,0,0,15,31,10,Yes,10
984,97404,0,1,15,37,15,No,0
985,97401,1,0,15,17,14.75,No,0
986,97402,1,1,10,28,5.4,No,0
987,97404,1,1,16,29,9,Yes,31
988,97401,1,1,15,33,11,No,0
989,97404,1,1,4,31,4.888888889,No,0
990,97404,0,1,10,29,12.4,No,0
991,97401,0,0,12,31,12.66666667,Yes,12
992,97404,1,1,15,37,14.07142857,Yes,20
993,97403,1,1,20,37,14.5,Yes,20
994,97402,0,1,4,32,3.4,No,0
995,97403,0,0,17,34,13.4,No,0
996,97401,1,0,8,30,6.3125,Yes,6
997,97404,0,1,5,31,4.5,Yes,5
998,97404,1,1,15,30,8.384615385,No,0
999,97402,1,1,10,30,6.842105263,No,0
1000,97403,1,0,20,37,8.230769231,No,0
1001,97402,1,0,17,30,15.66666667,No,0
1002,97404,1,1,60,33,8.887714286,Yes,11
1003,97404,1,1,5,28,4.5,Yes,5
1004,97404,1,1,5,28,4.4,No,0
1005,97402,1,1,12,31,10.66666667,Yes,11
1006,97401,0,0,10,29,8,No,0
1007,97403,0,1,10,36,8.666666667,Yes,10
1008,97404,1,1,10,32,7.523809524,Yes,10
1009,97401,1,0,10,17,7.846153846,Yes,10
1010,97403,0,1,5,31,10.65,No,0
1011,97402,1,0,4,28,4.5,Yes,4
1012,97402,0,0,10,28,9.722222222,Yes,10
1013,97402,1,1,10,35,9.166666667,Yes,10
1014,97404,1,1,6,28,5.6875,No,0
1015,97401,1,0,20,37,11.25,No,0
1016,97402,1,1,8,29,7.230769231,No,0
1017,97403,1,1,5,34,5.470588235,No,0
1018,97401,0,0,20,36,9.25,Yes,20
1019,97404,1,1,5,28,4.833333333,Yes,5
1020,97404,1,1,17,29,16,No,0
1021,97404,0,1,20,31,18.5,No,0
1022,97403,0,1,13,29,7.5,No,0
1023,97401,1,1,10,31,10.4,Yes,12
1024,97404,1,0,4,31,4.111111111,Yes,4
1025,97403,1,1,10,29,7.5,Yes,8
1026,97404,1,1,5,30,5,No,0
1027,97404,1,1,15,32,11.75,No,0
1028,97401,0,0,3,33,5.055555556,Yes,5
1029,97401,1,1,14,31,11.05882353,Yes,14
1030,97403,0,1,27,33,23.94472574,No,0
1031,97404,1,1,15,30,11.625,Yes,15
1032,97404,1,0,10,28,9.714285714,Yes,12
1033,97404,1,0,14,31,7.4,Yes,10
1034,97401,1,1,10,35,6,Yes,3
1035,97404,1,0,10,31,10,No,0
1036,97404,1,1,90,32,16.86666667,Yes,20
1037,97403,1,0,5,31,3.555555556,Yes,4
1038,97401,1,0,10,31,7.25,No,0
1039,97404,1,0,5,28,6.75,No,0
1040,97402,0,1,20,28,20,Yes,20
1041,97404,1,0,40,30,20,Yes,36
1042,97401,1,0,10,31,7.714285714,No,0
1043,97401,1,1,10,30,7.375,Yes,15
1044,97401,1,1,15,36,9,No,0
1045,97401,1,1,12,31,8.363636364,No,0
1046,97404,0,1,26,29,15.4375,Yes,28
1047,97403,1,1,8,31,6,No,0
1048,97403,1,0,10,31,6.846153846,Yes,12
1049,97401,1,1,20,37,17.71428571,Yes,15
1050,97402,0,1,50,30,24.22222222,Yes,50
1051,97403,1,1,12,31,10.5,No,0
1052,97404,1,1,14,32,13,No,0
1053,97403,1,0,5,30,4.9,No,0
1054,97404,1,0,15,31,10.25,Yes,15
1055,97402,1,1,35,30,15.66666667,No,0
1056,97402,1,0,15,36,15,No,0
1057,97404,1,1,28,20,32.41666667,Yes,50
1058,97401,1,1,10,30,7.619047619,Yes,10
1059,97403,0,1,5,30,6,No,0
1060,97404,1,0,50,34,28.18181818,No,0
1061,97403,0,1,6,19,6.933333333,Yes,6
1062,97401,0,0,25,31,17,No,0
1063,97402,1,1,5,35,5.947368421,Yes,6
1064,97404,1,1,9,37,9,No,0
1065,97404,1,1,14,29,8.826086957,Yes,10
1066,97401,1,1,5,35,5.285714286,Yes,5
1067,97402,1,0,5,29,4.866666667,Yes,5
1068,97401,0,1,25,37,25,Yes,30
1069,97404,0,1,10,35,9.333333333,No,0
1070,97401,0,0,10,32,7.142857143,No,0
1071,97404,1,1,10,31,7.05,Yes,9
1072,97402,1,1,10,22,9.4,No,0
1073,97404,1,0,10,37,9.5,Yes,15
1074,97403,0,0,25,37,16.66666667,No,0
1075,97401,1,0,5,34,4.764705882,Yes,5
1076,97404,0,1,3,30,3.083333333,Yes,3
1077,97403,1,0,9,31,6.208333333,Yes,5
1078,97404,1,1,10,17,8.714285714,Yes,10
1079,97402,1,1,7,32,8.235294118,Yes,11
1080,97404,0,0,5,17,8.642857143,No,0
1081,97401,1,1,7,32,6.571428571,No,0
1082,97404,1,1,5,34,5.75,Yes,6
1083,97402,1,1,20,31,11.7,Yes,10
1084,97404,1,1,6,30,9.888888889,Yes,6
1085,97401,1,1,10,28,5.9375,Yes,10
1086,97403,1,1,9,37,6.888888889,Yes,9
1087,97401,1,1,6,30,5.5,No,0
1088,97401,1,1,11,31,10.81818182,No,0
1089,97401,0,0,14,31,9.916666667,Yes,10
1090,97402,1,1,25,34,22.5,Yes,30
1091,97404,1,1,25,28,19.16666667,Yes,25
1092,97401,1,0,7,29,6.952380952,No,0
1093,97403,1,1,25,30,21.66666667,No,0
1094,97404,0,1,15,30,9.166666667,Yes,10
1095,97401,1,1,7,17,6.733333333,Yes,7
1096,97403,1,1,15,33,10.57142857,Yes,15
1097,97404,1,0,12,31,10.1,No,0
1098,97403,0,1,10,33,8.941176471,No,0
1099,97402,1,0,9,31,6,Yes,7
1100,97404,1,1,15,29,11.44444444,Yes,15
1101,97403,1,0,15,33,13.66666667,No,0
1102,97402,0,0,14,29,7,Yes,9
1103,97402,1,1,20,33,10,No,0
1104,97404,1,1,8,31,7,No,0
1105,97404,1,1,20,37,13.25,Yes,19
1106,97403,0,1,15,36,9,Yes,15
1107,97404,1,0,20,37,16.66666667,No,0
1108,97403,1,1,30,28,19.25,Yes,15
1109,97404,1,1,5,31,6.733333333,Yes,5
1110,97402,1,1,10,30,9.454545455,Yes,15
1111,97404,0,0,20,37,13.702,No,0
1112,97403,0,0,10,28,5.714285714,No,0
1113,97401,1,0,12,30,8.444444444,No,0
1114,97401,1,1,6,28,8.958333333,Yes,6
1115,97403,0,1,15,29,8.416666667,No,0
1116,97403,0,0,9,28,6,No,0
1117,97401,1,0,7,29,7.727272727,No,0
1118,97402,0,1,6,31,7.4,No,0
1119,97401,1,0,12,31,9.4,No,0
1120,97401,0,1,10,30,11.5,Yes,20
1121,97403,0,0,50,37,40.875,Yes,200
1122,97401,1,1,10,31,19.59090909,No,0
1123,97404,1,1,10,31,10.5625,No,0
1124,97404,1,1,12,30,8.045454546,Yes,15
1125,97401,1,1,15,34,10.33333333,Yes,15
1126,97402,1,0,20,30,12.5,Yes,15
1127,97401,1,1,16,30,11.45833333,Yes,18
1128,97404,1,0,15,22,9.225806452,Yes,10
1129,97404,1,0,31,33,20.66666667,Yes,20
1130,97404,1,0,9,28,9.1875,Yes,8
1131,97403,1,1,16,36,13.6,Yes,16
1132,97402,1,1,5,33,3.576923077,Yes,5
1133,97403,1,1,25,29,12.06666667,No,0
1134,97403,1,0,14,30,11.68181818,Yes,10
1135,97402,1,1,9,31,5.290322581,Yes,3
1136,97404,0,1,10,28,12.25,Yes,10
1137,97401,1,1,36,31,10.09090909,No,0
1138,97404,0,0,25,36,15.92307692,No,0
1139,97404,1,1,15,29,11.55555556,Yes,15
1140,97403,0,1,3,29,3.444444444,Yes,5
1141,97404,1,0,22,31,20.6,No,0
1142,97404,1,1,25,31,11.07692308,Yes,25
1143,97402,0,0,6,31,3.555555556,Yes,4
1144,97402,1,0,13,36,10.83333333,Yes,15
1145,97403,0,0,6,33,5.555555556,Yes,5
1146,97404,1,0,20,37,20,Yes,20
1147,97404,0,0,15,37,12.125,No,0
1148,97404,1,0,12,28,8,No,0
1149,97403,0,1,25,28,11.625,No,0
1150,97401,1,1,10,31,10.36363636,Yes,12
1151,97401,1,1,12,31,11,Yes,11
1152,97403,1,0,10,32,8.5,No,0
1153,97403,1,1,9,28,8.5,No,0
1154,97402,1,0,5,34,4,No,0
1155,97401,1,0,10,33,8.230769231,Yes,10
1156,97404,1,1,20,30,11,Yes,20
1157,97402,1,1,20,30,13.23076923,Yes,18
1158,97404,1,0,6,30,4.555555556,Yes,5
1159,97401,0,1,5,29,5,No,0
1160,97402,0,1,15,31,6.25,No,0
1161,97402,1,0,5,28,5,Yes,6
1162,97401,1,0,10,30,7.444444444,No,0
1163,97403,1,1,15,37,12.3,No,0
1164,97402,0,1,16,30,10.73333333,Yes,15
1165,97403,1,1,16,36,13,Yes,20
1166,97404,1,1,4,35,4.454545455,Yes,8
1167,97404,1,0,5,30,5.166666667,No,0
1168,97402,0,1,15,29,8.322580645,No,0
1169,97404,1,1,20,37,20,Yes,10
1170,97402,1,0,10,37,7.5,Yes,5
1171,97404,1,1,20,36,20,Yes,5
1172,97403,1,0,10,31,7.4,Yes,8
1173,97401,1,0,6,31,8,No,0
1174,97403,1,1,27,28,23.5,No,0
1175,97404,1,1,14,28,9.936052632,No,0
1176,97401,0,0,10,32,8.904761905,No,0
1177,97402,1,1,3,28,15.28571429,Yes,5
1178,97402,1,0,10,31,6.818181818,Yes,10
1179,97401,0,1,6,28,9.6,Yes,2
1180,97401,1,0,25,34,15,Yes,15
1181,97401,1,1,5,28,4.444444444,Yes,5
1182,97401,1,1,5,30,4.111111111,Yes,5
1183,97401,1,0,20,37,20,No,0
1184,97404,1,1,15,37,11.4,No,0
1185,97404,1,1,5,31,5.3,Yes,6
1186,97404,1,0,15,36,11.66666667,No,0
1187,97403,1,0,5,28,4.571428571,No,0
1188,97401,1,1,5,31,3.357142857,Yes,5
1189,97402,1,1,8,20,4.852941177,Yes,8
1190,97404,1,0,10,31,9.818181818,No,0
1191,97402,1,1,5,31,5.75,Yes,11
1192,97403,1,0,9,28,7.615384615,Yes,7
1193,97401,1,0,10,31,8.304347826,No,0
1194,97404,1,1,10,32,9.791666667,No,0
1195,97403,1,1,5,29,5.535714286,No,0
1196,97404,0,0,10,29,7.833333333,No,0
1197,97404,1,0,20,37,20,Yes,15
1198,97404,1,0,12,32,8.75,No,0
1199,97402,0,1,15,37,8.857142857,No,0
1200,97402,1,1,5,28,2.9,No,0
1201,97401,1,0,25,37,6.545454546,No,0
1202,97404,0,1,25,31,11.08333333,No,0
1203,97402,0,0,10,31,7,Yes,9
1204,97403,0,1,37,32,18.625,No,0
1205,97403,1,1,20,34,9.9,No,0
1206,97402,1,1,9,35,10.35,No,0
1207,97404,1,1,15,37,15,No,0
1208,97401,0,1,9,29,6.714285714,No,0
1209,97401,1,1,10,30,8.825396825,No,0
1210,97403,1,1,4,28,3.5,No,0
1211,97401,1,0,10,29,10,Yes,15
1212,97404,1,1,25,37,12.2,Yes,20
1213,97402,1,0,8,29,8.25,No,0
1214,97403,0,0,52,34,36.36363636,Yes,53
1215,97401,1,0,11,30,6.380952381,Yes,16
1216,97404,1,0,12,28,10.22222222,Yes,12.5
